"","day_reordered","temp","dewp","prcp","fog","NUM_COLLISIONS","NUM_COLLISIONS_norm"
"1041",1,53.5,49.4,0,1,290,0.536312849162011
"1042",1,41.5,32.3,0,0,234,0.223463687150838
"1043",1,48.6,37.7,0.07,0,260,0.368715083798883
"1044",1,51.8,48.1,0.14,1,259,0.363128491620112
"1045",1,54.6,41.5,0.02,0,243,0.273743016759777
"1046",1,61.2,60.6,1.55,0,279,0.593939393939394
"1047",1,40.8,31,0.62,0,210,0.12890625
"1048",1,52.3,42.2,0,0,273,0.375
"1049",1,51.7,44,0,0,266,0.34765625
"1050",1,49.4,35.2,0.05,0,269,0.359375
"1051",1,27.9,22.9,0,0,232,0.309090909090909
"1052",1,57.6,45.8,0,0,292,0.672727272727273
"1053",1,46.6,46,0.1,1,260,0.478787878787879
"1054",1,37.7,31,0.02,0,264,0.503030303030303
"1055",1,53,48,0,0,238,0.345454545454545
"1056",1,35.1,31.2,0,1,243,0.2578125
"1057",1,49.6,47.9,0.17,1,256,0.30859375
"1058",1,28.7,15.7,0,0,216,0.15234375
"1059",1,70.3,63.1,0,0,293,0.453125
"1060",1,69.5,63.9,0.01,0,323,0.5703125
"1061",1,63.5,57.4,0.13,0,330,0.59765625
"1062",1,50.3,46.4,0.63,1,275,0.56969696969697
"1063",1,71.5,70.6,0.01,1,284,0.624242424242424
"1064",1,61.1,58,0.17,0,315,0.812121212121212
"1065",1,52.9,39.8,0,0,290,0.660606060606061
"1066",1,65.5,65.2,0.13,1,288,0.648484848484848
"1067",1,70.5,61.8,0,0,268,0.527272727272727
"1068",1,62.9,57.6,0.05,0,289,0.4375
"1069",1,75.4,67.9,0,0,314,0.53515625
"1070",1,72.1,65.7,0,1,249,0.412121212121212
"1071",1,47,36.5,0.31,1,246,0.393939393939394
"1072",1,38,23.3,0.01,0,248,0.406060606060606
"1073",1,36.3,27.4,0,0,207,0.157575757575758
"1074",1,56.1,53.8,0.46,1,222,0.248484848484848
"1075",1,44.3,32.3,0,0,276,0.575757575757576
"1076",1,59.4,53.1,0.18,0,225,0.266666666666667
"1077",1,67.7,64.1,0,0,259,0.472727272727273
"1078",1,40.9,22.6,0,0,210,0.175757575757576
"1079",1,39.8,25.1,0,0,244,0.26171875
"1080",1,44.6,35.4,0,0,265,0.34375
"1081",1,70,64.1,0.39,1,314,0.53515625
"1082",1,41.1,32.3,0,0,186,0.03515625
"1083",1,35.6,29.2,0,0,177,0
"1084",1,67.6,59,0,0,330,0.59765625
"1085",1,56.8,49.8,0,0,247,0.4
"1086",1,49.6,45.5,0,0,269,0.533333333333333
"1087",1,69,68.8,0,1,242,0.36969696969697
